Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
65.9,660,235,9.5,0,0.125,1
43.2,623,251,0.2,0,0.203,1
66.3,586,291,6.6,0,0.154,1
97.6,733,289,6.3,0,0.104,1
72.9,716,103,17.0,0,0.049,1
53.9,773,401,7.5,0,0.26,1
51.0,519,273,9.5,0,0.187,1
47.2,760,238,14.1,0,0.176,1
81.0,850,307,6.7,0,0.133,1
41.2,632,286,2.1,1,0.243,0
56.0,831,344,12.2,0,0.215,1
56.1,648,319,8.3,0,0.199,1
44.0,553,339,3.3,0,0.27,1
24.8,644,409,7.4,0,0.577,0
62.1,759,357,12.1,0,0.201,1
53.7,599,242,22.3,0,0.158,1
66.0,619,136,18.3,1,0.072,0
43.3,720,443,2.4,1,0.358,0
81.9,670,234,3.3,1,0.1,0
35.7,720,208,0.7,0,0.204,1
92.7,690,69,1.7,1,0.026,0
16.6,711,297,12.8,0,0.626,1
64.6,633,276,2.7,0,0.15,1
65.5,690,93,5.8,0,0.05,1
37.5,591,310,6.6,0,0.289,1
64.3,780,205,9.1,0,0.112,1
83.1,616,556,1.2,0,0.234,1
15.0,766,197,2.2,0,0.46,1
66.1,650,212,3.6,0,0.112,1
15.0,687,164,2.7,0,0.383,0
33.8,628,401,24.4,0,0.415,1
90.8,584,219,10.8,1,0.084,0
42.2,522,180,3.9,0,0.149,1
29.2,580,338,12.7,0,0.405,1
50.6,642,108,2.6,0,0.075,1
100.5,688,329,9.2,1,0.115,0
15.0,756,456,1.5,0,1.064,0
31.9,632,322,8.9,0,0.353,1
87.9,595,330,3.7,0,0.131,1
95.9,547,356,0.7,1,0.13,0
52.7,711,448,1.9,0,0.298,1
27.7,788,393,3.1,0,0.497,1
101.1,778,308,8.3,0,0.107,1
90.1,730,359,0.5,1,0.139,0
69.9,724,163,6.5,0,0.082,1
37.1,814,345,7.6,0,0.325,1
53.9,698,149,6.4,0,0.097,1
51.5,725,220,8.6,0,0.15,1
62.3,643,40,1.2,0,0.022,1
86.9,554,304,5.3,0,0.122,1
74.3,612,189,17.0,1,0.089,0
31.3,669,382,5.7,0,0.427,1
85.3,675,303,5.7,1,0.124,0
61.9,834,384,8.0,0,0.217,1
70.1,677,141,2.4,1,0.07,0
87.3,770,374,7.2,0,0.15,1
30.5,633,492,14.9,0,0.565,1
54.2,644,344,0.1,0,0.222,1
43.3,557,347,12.2,0,0.28,1
20.5,607,279,1.5,0,0.476,0
62.6,715,202,3.7,0,0.113,1
110.3,671,344,11.5,0,0.109,1
15.0,750,94,10.4,0,0.219,1
54.3,685,214,13.3,0,0.138,1
69.1,640,65,16.9,0,0.033,1
57.7,850,183,3.6,0,0.111,1
52.5,662,331,6.4,0,0.221,1
26.4,769,316,3.0,0,0.419,1
60.1,636,266,2.6,0,0.155,1
38.4,730,279,3.4,0,0.254,1
15.0,749,53,8.2,0,0.124,1
81.3,688,219,4.2,0,0.094,1
76.1,470,185,10.1,0,0.085,1
56.1,672,188,8.2,0,0.117,1
60.0,775,326,0.1,0,0.19,1
78.6,715,165,6.0,0,0.073,1
59.9,708,193,3.4,0,0.113,1
74.9,524,40,3.7,0,0.019,1
48.5,609,228,10.2,0,0.165,1
83.9,705,140,4.8,0,0.058,1
62.1,705,269,13.0,0,0.152,1
59.3,773,155,7.5,0,0.091,1
27.1,658,271,4.8,0,0.35,1
61.3,704,244,8.4,0,0.139,1
36.7,671,444,0.2,0,0.423,1
41.0,586,315,0.2,0,0.269,1
37.1,478,58,0.5,0,0.055,0
31.5,707,121,3.5,0,0.134,1
101.7,685,266,1.6,0,0.092,1
84.3,617,158,24.9,0,0.066,1
97.2,532,40,4.7,0,0.014,1
28.1,724,408,6.5,0,0.508,1
56.6,647,339,2.0,0,0.21,1
26.5,717,317,2.3,0,0.419,1
39.7,828,193,2.5,1,0.17,0
34.8,488,307,7.2,0,0.309,0
82.3,611,183,3.9,0,0.078,1
46.3,652,283,4.4,0,0.214,1
78.5,794,159,5.4,1,0.071,0
68.3,531,427,8.8,0,0.219,1
105.7,835,87,0.6,0,0.029,1
22.5,682,396,9.0,1,0.616,0
82.7,662,264,5.0,0,0.112,1
80.2,653,206,6.6,0,0.09,1
33.6,633,278,2.4,0,0.29,1
77.2,759,341,3.2,0,0.155,1
62.4,579,410,1.6,1,0.23,0
50.0,699,294,23.3,0,0.206,1
36.9,637,162,4.1,1,0.154,0
39.2,605,266,33.2,0,0.238,1
100.1,850,460,4.0,0,0.161,1
55.0,706,408,1.5,0,0.26,1
72.2,722,360,4.2,0,0.175,1
37.6,767,348,0.2,0,0.324,1
37.8,549,337,14.1,0,0.312,1
78.8,819,387,10.2,0,0.172,1
25.3,457,210,7.8,1,0.291,0
45.9,605,111,5.6,0,0.085,1
55.7,631,268,5.2,0,0.168,1
57.5,719,170,34.3,0,0.103,1
51.1,689,144,2.0,0,0.099,1
63.7,656,181,9.1,0,0.099,1
70.2,669,533,5.2,1,0.266,0
71.2,587,275,22.3,0,0.135,1
33.3,543,300,10.6,0,0.315,1
48.7,732,126,35.0,0,0.091,1
81.3,729,57,5.3,0,0.025,1
74.7,805,170,1.4,0,0.08,1
24.8,603,418,4.2,0,0.59,0
62.7,729,297,7.5,0,0.166,1
15.0,646,326,8.9,0,0.761,0
56.0,771,341,0.0,0,0.213,1
96.8,757,195,4.2,0,0.071,1
34.1,688,413,1.6,0,0.424,1
36.6,641,190,12.5,0,0.182,1
71.8,752,415,1.0,0,0.202,1
21.1,725,309,6.6,0,0.513,1
41.1,612,63,1.9,0,0.054,1
68.1,557,178,2.6,0,0.091,1
41.0,645,64,16.9,0,0.055,1
49.8,799,388,1.7,0,0.273,1
71.4,767,257,0.6,0,0.126,1
64.3,575,40,0.4,0,0.022,1
60.9,571,301,4.2,0,0.173,1
47.5,778,201,6.2,0,0.148,1
63.1,573,97,2.4,0,0.054,1
52.3,713,445,7.0,0,0.298,1
65.1,618,272,0.4,0,0.146,1
44.1,807,228,11.7,0,0.181,1
51.0,605,216,10.2,0,0.148,1
33.2,767,94,25.4,1,0.099,0
54.2,686,116,16.5,0,0.075,1
37.2,691,401,2.6,0,0.377,1
30.5,503,208,3.1,0,0.239,0
60.7,483,262,8.2,0,0.151,1
59.7,651,40,0.9,0,0.023,1
72.2,691,115,2.3,0,0.056,1
45.5,574,327,0.8,0,0.252,1
64.0,577,302,3.6,0,0.165,1
67.1,718,453,4.8,0,0.236,1
64.8,718,408,1.4,0,0.22,1
36.8,658,235,0.2,0,0.224,1
58.3,736,312,7.6,0,0.187,1
63.0,570,225,0.1,0,0.125,1
55.2,640,486,21.8,0,0.308,1
15.0,810,386,1.5,0,0.901,0
58.5,676,279,6.5,0,0.167,1
103.7,681,282,3.4,0,0.095,1
47.1,850,419,0.4,0,0.311,1
39.0,551,324,3.8,0,0.291,0
63.2,738,431,4.4,0,0.239,1
61.9,811,40,11.6,0,0.023,1
81.2,642,311,7.9,0,0.134,1
27.3,743,203,0.5,0,0.26,1
71.1,587,453,1.4,0,0.223,1
68.0,612,430,2.2,0,0.221,1
51.9,703,264,0.7,1,0.178,0
62.5,738,429,3.7,0,0.24,1
77.6,765,456,24.9,0,0.206,1
74.2,803,268,4.3,0,0.126,1
29.9,664,532,8.1,0,0.623,0
73.0,771,257,6.9,0,0.123,1
53.6,641,236,11.4,0,0.154,1
56.6,747,355,1.5,0,0.22,1
56.6,688,221,8.4,0,0.137,1
51.7,708,269,12.8,0,0.182,1
81.2,706,415,1.1,0,0.179,1
53.2,534,262,2.6,0,0.172,1
30.4,574,74,21.1,0,0.085,1
46.3,679,300,9.1,0,0.227,1
58.9,527,183,2.0,0,0.109,1
82.0,741,355,5.0,0,0.152,1
68.3,744,337,3.1,1,0.173,0
36.3,698,422,4.0,0,0.407,1
109.7,575,360,2.6,0,0.115,1
60.8,787,380,2.0,0,0.219,1
83.1,843,186,6.7,0,0.078,1
51.7,683,348,9.0,0,0.236,1
66.7,713,477,12.4,0,0.25,1
73.5,687,184,1.0,0,0.088,1
81.8,715,458,10.4,0,0.196,1
78.3,660,200,1.8,1,0.089,0
74.2,667,166,3.3,0,0.078,1
48.1,747,293,13.9,0,0.213,1
42.4,850,339,3.6,0,0.28,1
62.3,551,360,1.3,0,0.202,1
75.5,661,154,1.0,0,0.071,1
50.1,570,308,3.8,0,0.215,1
78.4,805,185,8.6,0,0.083,1
87.0,620,96,35.0,0,0.039,1
34.8,547,158,9.3,0,0.159,1
36.6,724,177,12.6,0,0.169,1
51.9,818,317,8.3,0,0.214,1
61.8,726,387,13.5,0,0.219,1
43.5,687,98,0.5,1,0.079,0
84.7,705,299,15.9,0,0.124,1
64.3,790,131,3.0,0,0.071,1
55.9,596,329,15.3,0,0.206,1
23.4,660,191,0.5,0,0.286,1
26.1,632,144,7.5,1,0.193,0
61.2,571,348,8.0,0,0.199,1
15.0,642,195,34.7,0,0.455,1
77.3,764,225,8.8,0,0.102,1
51.5,718,40,2.9,0,0.027,1
126.3,725,364,4.9,0,0.101,1
105.8,682,350,2.7,0,0.116,1
51.0,714,261,1.3,0,0.179,1
52.7,602,92,1.7,0,0.061,1
76.9,644,393,1.5,0,0.179,1
92.5,686,187,4.8,0,0.071,1
19.0,694,210,14.2,0,0.387,1
15.7,697,514,14.6,0,1.146,0
41.3,658,183,0.3,0,0.155,1
67.8,638,342,0.5,0,0.177,1
65.9,850,322,1.7,0,0.171,1
78.5,747,303,1.8,0,0.135,1
28.6,705,291,0.6,0,0.356,1
15.0,650,301,3.0,0,0.702,0
73.9,632,290,5.3,0,0.137,1
36.8,659,254,5.2,0,0.242,1
15.0,695,426,4.7,0,0.994,0
58.2,510,116,2.5,0,0.07,1
72.4,537,372,7.4,0,0.18,1
52.3,616,350,10.5,0,0.234,1
44.9,688,337,2.6,0,0.263,1
51.5,650,383,0.5,0,0.26,1
46.8,796,250,2.1,0,0.187,1
25.3,544,54,0.9,0,0.075,0
39.3,606,252,3.8,0,0.224,1
66.5,799,151,1.0,0,0.079,1
62.1,681,179,3.7,0,0.101,1
58.7,745,123,1.5,0,0.073,1
33.1,844,207,8.1,0,0.219,1
51.0,611,194,0.2,0,0.133,1
15.0,662,40,4.9,0,0.093,1
58.9,647,337,1.1,0,0.2,1
86.4,504,504,0.0,0,0.204,1
22.6,644,327,12.2,0,0.506,1
42.1,745,238,6.7,1,0.198,0
62.2,716,254,0.6,0,0.143,1
82.6,723,214,6.5,1,0.091,0
45.1,638,270,5.7,0,0.21,1
39.8,614,256,3.8,0,0.225,1
15.0,778,167,3.3,0,0.39,1
57.3,628,445,13.1,0,0.272,1
99.9,695,96,1.7,0,0.034,1
61.1,684,339,3.0,0,0.194,1
54.5,794,249,2.4,0,0.16,1
62.1,753,469,8.8,0,0.264,1
54.8,560,297,14.9,0,0.19,1
37.1,569,220,11.4,0,0.208,1
73.1,719,233,9.6,1,0.112,0
60.0,665,264,26.0,0,0.154,1
55.4,631,134,7.2,0,0.085,1
33.5,756,176,8.3,0,0.184,1
83.7,686,64,24.4,0,0.027,1
69.6,674,158,0.0,0,0.079,1
42.8,736,270,6.0,0,0.221,1
77.0,638,293,8.1,0,0.133,1
44.1,803,42,15.0,0,0.033,1
37.8,603,245,12.9,0,0.227,1
38.3,726,322,11.1,0,0.294,1
16.0,792,242,17.5,0,0.529,1
65.4,553,190,4.6,0,0.102,1
15.0,641,215,0.0,0,0.502,0
28.0,767,201,0.1,0,0.251,1
15.0,768,190,4.7,0,0.443,1
53.1,655,279,3.4,0,0.184,1
51.7,608,514,3.6,0,0.348,1
47.8,751,178,3.1,0,0.13,1
32.1,771,225,15.0,0,0.245,1
29.2,571,254,2.7,0,0.304,0
65.2,568,184,11.6,0,0.099,1
42.9,689,381,14.0,0,0.311,1
62.0,723,40,4.2,0,0.023,1
35.5,645,202,3.6,0,0.199,1
59.0,728,350,8.6,0,0.208,1
83.7,610,228,7.4,0,0.095,1
67.9,490,170,2.4,0,0.088,1
45.9,634,308,0.6,0,0.235,1
60.7,675,360,1.8,0,0.208,1
49.7,647,283,0.8,1,0.199,0
55.2,572,172,2.1,0,0.109,1
47.8,516,310,1.8,0,0.227,0
51.4,626,216,6.1,0,0.147,1
59.7,746,342,18.5,0,0.201,1
33.1,777,423,6.9,0,0.447,1
32.7,771,40,15.7,0,0.043,1
24.5,601,272,9.2,0,0.389,0
19.8,572,69,7.8,1,0.122,0
28.2,712,529,3.2,0,0.657,0
58.5,724,209,2.4,0,0.125,1
35.4,704,342,11.2,0,0.338,1
66.3,499,256,14.1,0,0.135,1
55.8,596,172,3.6,0,0.108,1
15.0,667,159,0.1,0,0.371,0
69.4,711,434,9.4,0,0.219,1
72.8,735,365,2.0,0,0.175,1
33.1,682,474,0.1,0,0.501,1
64.2,698,266,9.8,0,0.145,1
36.2,677,292,4.4,0,0.282,1
57.1,728,231,6.9,0,0.142,1
27.2,697,228,14.8,0,0.293,1
15.6,676,145,4.7,0,0.325,1
46.6,647,269,4.2,0,0.202,1
52.3,677,173,2.1,0,0.116,1
46.3,711,309,2.2,0,0.234,1
29.0,693,279,9.6,0,0.337,1
46.2,702,292,3.6,0,0.221,1
60.9,784,444,1.1,0,0.255,1
54.0,693,256,0.6,0,0.166,1
59.0,615,343,3.8,0,0.203,1
40.3,745,486,3.8,0,0.422,1
80.8,554,404,6.4,0,0.175,1
29.1,578,387,3.8,0,0.465,0
65.7,699,226,0.9,0,0.12,1
81.0,714,285,4.3,0,0.123,1
65.6,564,115,14.2,0,0.061,1
50.5,637,315,1.0,0,0.218,1
43.4,618,290,7.0,0,0.234,1
77.8,629,263,5.4,0,0.118,1
23.7,750,373,8.3,0,0.551,1
33.7,730,127,1.0,0,0.132,1
46.3,668,440,17.0,0,0.333,1
82.2,624,359,5.8,0,0.153,1
63.4,555,252,11.3,0,0.139,1
33.7,791,244,1.7,0,0.253,1
48.2,720,313,8.1,0,0.227,1
41.5,610,427,9.1,0,0.36,1
39.4,731,271,3.0,0,0.241,1
76.5,664,276,2.9,0,0.126,1
24.8,646,262,6.4,1,0.37,0
90.4,707,456,0.6,0,0.177,1
73.2,607,219,8.0,0,0.105,1
79.0,641,257,0.3,0,0.114,1
44.8,680,421,1.3,0,0.329,1
51.7,628,276,6.5,0,0.187,1
23.5,727,385,0.6,0,0.573,0
43.5,829,160,21.4,0,0.129,1
65.9,606,237,12.2,1,0.126,0
83.5,528,423,5.9,0,0.177,1
30.6,500,186,10.3,0,0.213,0
47.0,657,243,13.1,0,0.181,1
51.7,614,288,1.8,0,0.195,1
24.3,688,151,11.4,0,0.217,1
68.0,681,214,1.3,0,0.11,1
39.1,534,272,3.2,0,0.243,0
50.7,516,265,4.9,0,0.183,1
45.1,695,401,7.5,0,0.311,1
37.6,682,430,0.2,0,0.4,1
54.8,634,166,2.1,0,0.106,1
50.3,529,272,5.6,0,0.189,1
46.8,710,334,2.7,1,0.25,0
39.0,778,427,9.0,1,0.383,0
62.0,694,339,6.3,0,0.191,1
91.4,598,292,1.6,0,0.112,1
58.1,674,333,0.9,0,0.201,1
76.9,554,334,6.0,0,0.152,1
24.4,760,158,3.6,0,0.227,1
58.5,677,281,1.1,0,0.168,1
30.9,520,421,2.4,0,0.477,0
22.5,644,237,2.2,0,0.369,0
38.7,709,274,0.7,0,0.248,1
81.2,642,233,4.7,0,0.1,1
75.9,647,40,8.7,0,0.018,1
60.3,566,262,5.1,0,0.152,1
21.3,718,293,10.5,0,0.481,1
50.7,615,204,0.8,1,0.141,0
61.6,487,133,3.4,0,0.076,1
58.9,638,163,5.6,0,0.097,1
15.0,753,344,6.8,0,0.803,0
35.4,637,477,7.1,1,0.472,0
53.6,818,412,7.8,0,0.269,1
66.8,706,112,6.3,0,0.059,1
15.0,699,354,0.6,1,0.826,0
51.4,659,187,7.1,0,0.127,1
58.1,664,196,7.7,0,0.118,1
73.7,648,209,30.2,0,0.099,1
70.2,644,338,7.1,0,0.169,1
67.8,715,366,7.0,0,0.189,1
37.4,590,249,4.3,1,0.233,0
15.0,579,251,12.1,0,0.586,0
46.4,575,311,34.5,0,0.235,1
77.0,844,322,9.1,0,0.146,1
85.7,715,389,5.7,0,0.159,1
70.6,696,119,0.5,0,0.059,1
64.4,580,262,7.8,0,0.142,1
63.4,723,143,7.4,0,0.079,1
42.8,660,254,9.0,0,0.208,1
52.1,688,235,0.8,0,0.158,1
91.7,587,255,6.4,0,0.097,1
34.3,684,172,2.1,0,0.176,1
90.5,634,96,8.6,0,0.037,1
47.9,605,40,1.6,0,0.029,1
84.2,732,246,6.9,0,0.102,1
24.1,539,213,2.1,0,0.309,0
67.9,718,186,0.1,0,0.096,1
38.8,728,405,6.0,1,0.365,0
23.9,595,165,0.7,0,0.242,0
59.8,600,416,6.5,0,0.243,1
77.2,651,439,15.6,0,0.199,1
36.4,694,45,20.9,1,0.043,0
22.0,657,270,1.6,0,0.43,0
53.0,707,216,9.9,0,0.143,1
53.1,820,40,2.6,0,0.026,1
67.1,627,101,13.8,0,0.053,1
75.9,524,345,9.3,0,0.159,1
53.7,740,482,0.5,1,0.314,0
95.8,813,359,3.1,0,0.131,1
59.9,703,296,2.5,0,0.173,1
47.4,578,258,9.2,0,0.191,1
19.5,659,445,3.2,0,0.799,0
49.2,575,496,6.9,0,0.353,1
47.6,725,195,5.5,0,0.143,1
76.1,555,40,22.3,0,0.018,1
65.2,644,40,16.7,0,0.021,1
29.1,585,405,3.3,0,0.487,0
58.8,681,255,7.7,0,0.152,1
69.8,639,280,10.6,0,0.14,1
88.6,685,63,13.7,0,0.025,1
74.5,672,177,0.4,0,0.083,1
71.7,586,227,2.2,0,0.111,1
56.3,723,283,2.3,1,0.176,0
63.5,666,216,3.4,0,0.119,1
82.5,586,146,1.1,0,0.062,1
25.7,850,174,4.1,0,0.237,1
47.3,710,393,6.5,1,0.291,0
38.0,657,287,4.1,0,0.264,1
63.3,790,327,6.6,0,0.181,1
82.1,827,161,0.4,0,0.069,1
41.9,658,40,12.5,0,0.033,1
15.0,700,202,16.8,0,0.471,1
45.9,586,165,5.8,0,0.126,1
75.1,657,298,12.8,0,0.139,1
66.8,653,621,0.8,1,0.325,0
64.4,686,336,9.6,0,0.183,1
48.8,698,561,0.8,0,0.402,1
26.9,718,323,3.1,0,0.42,1
66.3,690,191,2.3,0,0.101,1
36.6,567,298,5.3,0,0.285,1
103.1,590,456,2.2,0,0.155,1
67.6,624,461,6.1,0,0.239,1
42.2,646,197,2.7,0,0.163,1
41.5,759,288,11.8,1,0.243,0
53.0,571,103,6.0,0,0.068,1
49.7,640,351,1.5,0,0.247,1
79.6,751,431,2.5,0,0.19,1
59.1,645,264,11.3,0,0.156,1
38.9,709,187,2.9,0,0.168,1
96.6,658,300,4.6,0,0.109,1
56.1,692,306,6.3,0,0.191,1
71.9,651,269,2.6,0,0.131,1
41.6,727,280,2.1,0,0.236,1
63.0,539,241,3.9,0,0.134,1
61.8,639,370,1.5,0,0.21,1
15.0,695,341,2.0,0,0.796,0
99.3,715,152,0.4,0,0.054,1
83.4,797,149,2.2,0,0.063,1
46.3,637,232,2.3,0,0.175,1
30.8,796,341,19.6,0,0.388,1
62.6,614,276,5.3,0,0.154,1
56.9,783,189,9.3,0,0.116,1
62.8,739,289,0.3,0,0.161,1
59.2,592,224,0.7,0,0.132,1
66.1,696,357,10.1,0,0.189,1
86.8,666,297,5.9,0,0.12,1
67.5,723,225,1.3,0,0.117,1
31.9,651,285,3.1,1,0.313,0
85.0,644,405,4.6,0,0.167,1
91.1,786,197,11.1,0,0.076,1
124.3,662,304,0.4,0,0.086,1
30.3,740,252,5.4,1,0.291,0
60.3,651,307,7.6,0,0.178,1
15.0,812,188,22.9,0,0.439,1
67.2,612,272,9.9,1,0.142,0
42.9,618,382,1.9,0,0.312,1
97.3,800,157,7.4,0,0.056,1
38.0,632,114,8.6,1,0.105,0
17.8,806,118,7.9,0,0.232,1
44.6,746,131,10.3,0,0.103,1
15.0,657,325,14.0,0,0.758,0
71.5,516,105,0.6,0,0.051,1
15.0,668,227,0.7,0,0.53,0
55.6,679,328,9.5,0,0.206,1
15.0,769,306,1.7,0,0.714,0
48.0,805,218,0.4,0,0.159,1
91.2,612,281,3.1,0,0.108,1
62.9,738,272,10.3,0,0.151,1
36.0,735,235,0.8,0,0.228,1
54.3,761,237,6.7,0,0.153,1
55.4,712,506,0.0,0,0.32,1
65.4,505,349,0.7,0,0.187,1
24.9,657,533,2.6,0,0.749,0
68.0,572,205,0.5,0,0.106,1
15.0,653,251,11.2,0,0.586,0
41.1,753,113,12.0,0,0.096,1
44.3,696,171,8.5,0,0.135,1
68.9,768,469,1.7,0,0.238,1
55.5,699,203,4.4,0,0.128,1
24.1,560,471,1.2,0,0.684,0
33.3,456,123,2.0,0,0.129,0
59.4,683,144,4.4,0,0.085,1
53.3,652,222,8.0,0,0.146,1
42.3,587,253,0.6,0,0.209,1
44.4,525,362,2.1,0,0.285,0
70.3,608,310,15.7,1,0.154,0
43.6,653,214,3.4,0,0.172,1
53.1,727,245,16.8,0,0.161,1
102.7,686,225,28.5,0,0.077,1
23.7,807,159,4.5,0,0.235,1
15.0,582,162,2.0,0,0.378,0
72.2,745,373,9.4,1,0.181,0
40.1,674,59,1.0,1,0.051,0
48.0,729,438,1.7,0,0.319,1
37.8,633,222,9.2,0,0.206,1
49.3,761,175,3.4,0,0.124,1
90.2,695,341,1.4,1,0.132,0
72.6,612,423,6.3,0,0.204,1
74.0,669,383,7.9,0,0.181,1
23.8,650,315,0.8,1,0.463,0
29.7,712,380,1.9,0,0.448,1
15.0,570,71,1.5,0,0.166,0
37.2,668,203,2.9,1,0.191,0
76.0,704,160,8.6,0,0.074,1
66.4,673,395,7.5,0,0.208,1
50.1,784,218,6.5,0,0.152,1
54.5,736,353,0.0,0,0.227,1
39.8,669,319,0.9,1,0.281,0
59.5,688,165,1.5,1,0.097,0
71.8,695,195,1.9,0,0.095,1
19.5,704,402,0.9,0,0.722,0
61.6,515,175,3.2,0,0.099,1
75.5,644,274,0.5,0,0.127,1
45.9,544,174,8.3,0,0.133,1
70.4,779,225,9.3,0,0.112,1
116.9,665,255,5.1,0,0.076,1
52.7,654,174,0.6,0,0.116,1
63.7,746,154,13.2,1,0.085,0
38.8,706,291,20.2,0,0.262,1
59.0,574,167,1.4,0,0.099,1
65.1,664,171,7.3,0,0.092,1
59.3,642,157,11.1,0,0.093,1
32.6,522,251,4.7,0,0.269,0
59.5,611,364,2.3,0,0.214,1
87.2,654,426,3.9,0,0.171,1
64.9,660,180,4.3,0,0.097,1
76.2,544,497,3.1,0,0.228,1
49.8,768,149,15.9,0,0.105,1
71.5,661,379,8.2,0,0.186,1
61.1,673,181,1.7,0,0.104,1
34.1,704,164,5.3,0,0.168,1
62.0,603,178,7.0,0,0.1,1
33.2,709,254,0.9,0,0.268,1
41.1,639,324,2.7,0,0.276,1
59.2,594,334,14.2,0,0.197,1
61.5,719,156,5.0,0,0.089,1
28.8,797,151,1.5,0,0.184,1
78.2,732,159,0.8,0,0.071,1
67.6,748,248,4.4,0,0.128,1
39.5,626,237,4.8,0,0.21,1
21.2,534,155,2.4,0,0.256,0
51.8,797,290,6.0,0,0.196,1
45.2,845,509,0.4,0,0.394,1
57.5,801,204,0.9,0,0.124,1
47.0,641,212,4.7,0,0.158,1
15.0,572,322,0.4,0,0.751,0
46.5,579,199,12.8,0,0.15,1
48.3,527,334,0.9,0,0.242,0
68.9,661,181,6.7,0,0.092,1
39.6,806,462,3.0,0,0.408,1
91.9,658,298,3.1,1,0.113,0
15.0,696,192,8.7,0,0.448,1
83.8,787,195,4.2,0,0.081,1
50.1,636,203,7.8,0,0.142,1
73.9,843,411,4.2,0,0.195,1
56.8,839,120,5.4,0,0.074,1
80.1,659,187,8.6,0,0.082,1
46.5,621,198,5.6,1,0.149,0
30.8,729,258,5.7,0,0.293,1
86.3,640,230,9.3,0,0.093,1
52.5,572,96,17.9,0,0.064,1
59.9,779,216,2.8,0,0.126,1
82.2,773,249,5.2,0,0.106,1
32.3,683,191,0.5,0,0.207,1
68.1,563,336,2.7,0,0.173,1
42.0,565,361,3.2,1,0.301,0
52.1,679,251,10.8,0,0.169,1
56.6,628,285,4.3,0,0.176,1
22.0,641,40,7.9,0,0.064,1
37.9,757,214,0.1,0,0.198,1
84.7,732,371,3.7,0,0.153,1
74.5,787,213,13.9,0,0.1,1
53.6,586,179,1.5,0,0.117,1
60.3,641,511,0.2,0,0.297,1
48.5,735,460,3.4,0,0.332,1
84.8,708,311,7.3,0,0.128,1
50.6,800,385,3.6,0,0.266,1
60.1,706,40,3.7,0,0.023,1
80.2,827,173,6.6,0,0.075,1
37.9,716,208,1.8,0,0.192,1
89.3,760,234,8.4,0,0.092,1
21.3,643,206,1.0,0,0.338,0
90.9,671,40,3.0,0,0.015,1
46.8,747,302,6.4,0,0.226,1
49.7,807,320,10.6,0,0.225,1
15.0,732,436,9.4,0,1.017,0
45.0,663,173,7.7,0,0.135,1
32.1,787,164,2.7,0,0.179,1
41.6,484,40,0.8,0,0.034,0
52.0,549,228,1.5,0,0.153,1
76.1,728,359,12.0,0,0.165,1
59.6,671,193,11.7,1,0.113,0
61.8,721,496,18.2,0,0.281,1
30.9,675,232,0.5,0,0.263,1
35.6,719,276,4.6,0,0.271,1
94.6,601,110,6.3,1,0.041,0
38.8,718,292,7.4,0,0.263,1
91.4,755,42,6.2,0,0.016,1
49.7,774,336,8.8,0,0.237,1
55.1,841,340,2.7,0,0.216,1
78.5,691,410,1.2,0,0.183,1
83.0,693,148,1.4,0,0.062,1
52.6,541,278,0.1,0,0.185,1
46.5,625,322,2.6,0,0.242,1
53.8,654,309,0.6,0,0.201,1
62.4,759,165,2.3,0,0.093,1
74.6,618,40,5.9,0,0.019,1
55.1,738,298,13.5,0,0.189,1
68.6,670,243,11.0,0,0.124,1
91.0,655,198,1.7,0,0.076,1
63.4,691,344,0.9,0,0.19,1
61.9,637,255,1.3,1,0.144,0
21.6,634,115,21.2,0,0.186,1
15.0,525,48,4.8,0,0.112,0
63.5,649,136,1.2,0,0.075,1
52.9,629,523,11.0,0,0.346,1
43.7,626,340,3.0,0,0.272,1
60.4,705,281,13.8,0,0.163,1
53.7,726,240,1.8,0,0.156,1
79.8,690,233,3.0,0,0.102,1
56.9,755,388,4.2,0,0.239,1
38.6,719,206,13.4,0,0.187,1
76.8,645,323,12.2,0,0.147,1
50.2,631,222,5.1,0,0.155,1
66.6,697,473,1.5,1,0.249,0
44.5,719,342,3.1,0,0.269,1
40.7,789,397,22.3,0,0.341,1
56.9,771,196,5.6,1,0.121,0
55.3,624,376,9.1,0,0.238,1
65.6,661,226,3.6,0,0.121,1
49.1,727,272,4.6,0,0.194,1
15.0,761,440,3.4,0,1.027,0
45.5,750,145,7.3,0,0.112,1
72.5,665,282,11.4,0,0.136,1
48.5,563,308,4.2,0,0.222,1
49.6,585,317,3.9,0,0.224,1
76.7,693,210,2.5,0,0.096,1
39.3,699,489,1.2,0,0.435,1
21.1,577,118,16.8,0,0.196,1
51.5,674,420,2.3,0,0.285,1
44.3,724,394,9.7,0,0.311,1
33.7,572,469,7.5,0,0.487,0
51.1,764,85,9.4,0,0.058,1
65.8,638,164,16.6,0,0.087,1
54.8,777,424,5.9,0,0.271,1
61.8,625,54,13.7,1,0.031,0
94.9,583,83,1.1,0,0.031,1
47.5,631,206,5.9,0,0.152,1
61.1,662,281,8.9,0,0.161,1
43.8,637,435,1.9,0,0.348,1
36.4,652,240,8.1,1,0.231,0
42.1,698,193,9.0,1,0.16,0
44.5,655,294,10.7,0,0.231,1
62.9,664,312,2.3,0,0.174,1
106.7,525,309,6.9,0,0.101,1
39.2,703,240,2.2,0,0.214,1
45.8,662,45,8.1,0,0.034,1
